,User,CouponCode,Category,SubCategory,Type,Company,Redeemed,CouponDiscount,AmountSpent,Clicked,TimeStamp
1880,96-0425496,REAP-COS-PON-10,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,1,10,550,0,2021-08-31 21:32:35
1881,68-5370548,ELEC-MIN-SAM-15,ELECTRONIC,MINIAPPLIANCES,MOBILE,SAMSUNG,1,15,1650,0,2019-03-29 09:32:33
1882,74-0312986,REAP-MEN-POL-10,RETAIL_APPAREL,MENSWESTERNWEAR,BLAZZER,POLARCAPS,1,10,900,1,2018-02-15 07:47:56
1883,07-5679736,TRAV-WAT-M2M-35,TRAVEL,WATER,FERRI,M2M,0,35,28800,0,2018-08-28 15:26:29
1884,99-7297613,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,0,40,4900,0,2022-05-21 04:50:57
1885,28-5376245,FOBV-WAR-NES-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,0,10,400,0,2022-06-13 09:56:37
1886,48-6447099,ELEC-MIN-APP-40,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,1,40,4350,1,2021-12-05 00:17:32
1887,57-1289116,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,0,40,4750,0,2019-07-29 00:04:15
1888,74-3684256,REAP-LAD-H&M-20,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,H&M,1,20,1150,1,2018-01-21 12:55:57
1889,78-2477916,REAP-ACC-MON-20,RETAIL_APPAREL,ACCESSORIES,SHOES,MONA,1,20,1450,0,2020-08-11 06:56:10
1890,14-4778935,REAP-ACC-PEO-20,RETAIL_APPAREL,ACCESSORIES,EARINGS,PEORA,1,20,1100,0,2020-09-04 15:18:23
1891,74-3684256,FOBV-WAR-SOC-10,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,0,10,150,1,2022-05-05 19:04:17
1892,15-7882239,FOBV-FAS-PVR-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,0,10,200,0,2020-02-28 19:01:57
1893,24-7677850,REAP-LAD-H&M-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,H&M,0,10,500,1,2020-06-21 05:34:35
1894,85-4200866,TRAV-ROA-GOI-50,TRAVEL,ROAD,BUS,GOIBIBO,1,50,47950,0,2019-06-19 14:46:36
1895,24-7671715,FOBV-WAR-NES-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,1,20,650,0,2020-06-03 18:27:57
1896,49-8885219,REAP-COS-LAK-30,RETAIL_APPAREL,COSMETICS,POLISH,LAKME,1,30,1800,0,2020-02-14 16:40:20
1897,16-1658854,FOBV-ALC-KIN-30,FOOD_BEVERAGES,ALCOHOL,BEER,KINGFISHER,1,30,950,1,2019-01-31 07:59:37
1898,99-2370194,ENTE-EVE-TEC-20,ENTERTAINMENT,EVENTS,EXHIBITION,TECHNOCRATS,1,20,1300,1,2022-04-07 00:41:06
1899,96-3966267,ELEC-BIG-WHI-10,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,WHIRPOOL,1,10,1250,0,2020-11-11 20:11:06
1900,92-7206321,TRAV-ROA-STA-20,TRAVEL,ROAD,BUS,STATETRAVELLER,1,20,11700,0,2018-04-19 01:11:05
1901,98-6306646,ELEC-MIN-JBL-35,ELECTRONIC,MINIAPPLIANCES,EARPHONE,JBL,0,35,3900,0,2020-11-08 05:59:04
1902,53-8149757,TRAV-AIR-TOM-30,TRAVEL,AIR,INTERNATIONAL,TOM&COOKS,1,30,17150,1,2019-03-21 19:22:32
1903,69-8254244,ELEC-MIN-VIV-10,ELECTRONIC,MINIAPPLIANCES,MOBILE,VIVO,1,10,1550,1,2018-05-11 07:35:58
1904,01-1794061,ENTE-EVE-BOM-20,ENTERTAINMENT,EVENTS,EXHIBITION,BOMBAYART,0,20,1300,0,2018-06-23 05:11:07
1905,85-4200866,ENTE-CAR-AFR-5,ENTERTAINMENT,CARNIVAL,CIRCUS,AFROCIRCUS,0,5,200,1,2022-01-10 15:17:00
1906,49-5594516,ENTE-CON-NAR-30,ENTERTAINMENT,CONCERTS,OPERA,NARIMANHOUSE,1,30,1900,0,2018-12-29 15:29:54
1907,61-6713393,ELEC-MIN-JBL-10,ELECTRONIC,MINIAPPLIANCES,EARPHONE,JBL,1,10,1000,1,2021-12-25 13:08:10
1908,55-2582274,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,0,40,4650,0,2018-07-11 04:50:22
1909,40-1324439,ENTE-MOV-CIN-10,ENTERTAINMENT,MOVIE,ENGLISH,CINEPOLIS,0,10,750,0,2019-07-30 17:25:06
1910,61-9470805,TRAV-WAT-YAT-20,TRAVEL,WATER,CRUISE,YATRA,0,20,10750,0,2022-05-18 10:24:22
1911,81-6639572,REAP-COS-PON-30,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,0,30,1750,0,2021-04-01 10:42:45
1912,54-6706449,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,0,40,4000,0,2020-01-06 07:51:32
1913,31-9921842,REAP-LAD-ONL-30,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,ONLY,0,30,1900,1,2018-08-13 05:19:25
1914,70-3130730,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,1,40,4450,0,2020-06-15 06:03:32
1915,05-2063610,ENTE-CON-OPE-10,ENTERTAINMENT,CONCERTS,OPERA,OPERAHOUSE,0,10,300,0,2019-04-14 00:30:00
1916,60-7381094,ENTE-EVE-SCI-30,ENTERTAINMENT,EVENTS,EXHIBITION,SCILEARN,0,30,1750,0,2019-11-16 11:45:03
1917,47-7145251,REAP-LAD-H&M-20,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,H&M,1,20,1300,0,2019-01-17 20:22:53
1918,64-9568292,REAP-ETH-ZAH-20,RETAIL_APPAREL,ETHINICWEAR,SAREE,ZAHIRA,0,20,1650,1,2019-12-02 09:24:04
1919,13-6546033,ELEC-MIN-ASU-40,ELECTRONIC,MINIAPPLIANCES,LAPTOP,ASUS,0,40,4850,0,2018-02-17 10:14:02
1920,31-9991748,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,TATA,0,10,400,1,2018-03-29 13:16:47
1921,49-4567895,ENTE-SPO-IND-25,ENTERTAINMENT,SPORTS,CRICKET,INDIA,1,25,1650,1,2019-03-21 21:26:54
1922,72-9634783,REAP-ETH-COL-5,RETAIL_APPAREL,ETHINICWEAR,SALVAAR,COLORSOFINDIA,1,5,350,0,2021-07-19 05:59:29
1923,58-3979314,FOBV-WAR-SOC-10,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,1,10,200,0,2020-03-28 14:55:48
1924,26-1979881,TRAV-ROA-OLA-40,TRAVEL,ROAD,TAXI,OLA,1,40,36000,1,2022-05-07 18:38:33
1925,12-5403860,TRAV-WAT-M2M-50,TRAVEL,WATER,FERRI,M2M,1,50,45200,1,2018-12-11 06:08:39
1926,02-0570720,ENTE-EVE-LON-10,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,1,10,500,1,2019-02-10 09:06:00
1927,51-1673829,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,0,25,2750,0,2018-05-09 03:38:38
1928,99-0294728,REAP-ACC-LAV-10,RETAIL_APPAREL,ACCESSORIES,PURSE,LAVIE,1,10,700,1,2020-08-24 05:09:12
1929,72-4659226,FOBV-WAR-RED-20,FOOD_BEVERAGES,WARMDRINKS,TEA,REDLABEL,1,20,800,0,2021-06-13 04:29:49
1930,42-2669667,ELEC-MIN-SAM-40,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,1,40,4200,1,2019-10-20 04:34:15
1931,54-5931236,ENTE-EVE-LON-10,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,0,10,400,0,2019-04-24 02:30:12
1932,84-2526538,FOBV-ALC-GOD-10,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,1,10,200,0,2021-01-06 08:32:12
1933,69-0737361,TRAV-RAI-MUM-30,TRAVEL,RAILLWAY,DAILYTRAIN,MUMBAILOCAL,1,30,25500,1,2019-08-27 21:11:27
1934,83-2708471,REAP-ACC-MON-30,RETAIL_APPAREL,ACCESSORIES,SHOES,MONA,1,30,1800,0,2018-07-01 02:25:00
1935,04-1775208,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,0,10,200,0,2021-11-16 23:30:38
1936,86-7318942,TRAV-ROA-TOM-50,TRAVEL,ROAD,BUS,TOM&COOKS,0,50,48600,1,2019-10-28 21:43:38
1937,76-0590071,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,25,2800,0,2019-12-05 15:27:12
1938,84-3371811,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,40,4800,1,2020-09-06 09:20:05
1939,94-2738920,FOBV-SOF-SKI-5,FOOD_BEVERAGES,SOFTDRINKS,COLA,SKIPPY,1,5,50,0,2022-02-28 22:16:42
1940,56-6833285,REAP-COS-SHI-10,RETAIL_APPAREL,COSMETICS,GEL,SHINE,0,10,550,1,2020-05-18 00:07:52
1941,14-1118522,FOBV-ALC-GOD-10,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,1,10,150,0,2018-12-25 15:19:21
1942,35-5560559,REAP-LAD-H&M-30,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,H&M,0,30,1950,0,2021-07-04 11:57:04
1943,79-5206703,REAP-MEN-VAN-20,RETAIL_APPAREL,MENSWESTERNWEAR,SUIT,VANHUESSEN,1,20,1250,0,2022-03-02 18:24:13
1944,48-6329697,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,20,550,1,2018-11-21 03:32:10
1945,73-2084397,ENTE-SPO-IPL-30,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,30,1900,1,2019-03-01 19:06:17
1946,02-0570720,FOBV-FAS-CHE-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,CHEEZILA,1,20,600,0,2021-01-16 00:41:20
1947,84-6567700,TRAV-ROA-OLA-40,TRAVEL,ROAD,TAXI,OLA,1,40,37750,0,2020-04-15 21:29:11
1948,75-1216546,TRAV-ROA-BOO-30,TRAVEL,ROAD,TEMPO,BOOKMYTRIP,0,30,18900,0,2020-06-27 09:57:25
1949,39-8159513,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,FRIDGE,SAMSUNG,1,20,2000,1,2021-07-06 01:43:06
1950,87-3350440,REAP-COS-SHI-20,RETAIL_APPAREL,COSMETICS,GEL,SHINE,0,20,1400,0,2019-01-31 19:12:07
1951,06-2633424,ENTE-EVE-IND-20,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,INDIABUSINESS,1,20,1100,1,2020-08-14 19:44:12
1952,14-4778935,TRAV-AIR-TOM-25,TRAVEL,AIR,DOMESTIC,TOM&COOKS,1,25,12550,0,2019-02-22 03:09:56
1953,02-9533453,TRAV-ROA-TOM-30,TRAVEL,ROAD,TEMPO,TOM&COOKS,1,30,15900,1,2021-09-08 16:10:20
1954,87-2632442,ELEC-MIN-SAM-10,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SAMSUNG,0,10,1500,0,2021-03-05 01:44:24
1955,72-2151464,TRAV-ROA-UBE-20,TRAVEL,ROAD,VEHICLE,UBER,1,20,5600,1,2019-12-06 10:46:57
1956,23-1174045,FOBV-SOF-PEP-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,1,10,150,0,2021-05-06 21:43:18
1957,32-2357533,FOBV-FAS-CHE-20,FOOD_BEVERAGES,FASTFOOD,PIZZA,CHEEZILA,0,20,800,0,2022-04-25 05:09:51
1958,79-2463949,TRAV-RAI-BOO-20,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,1,20,5700,0,2020-01-15 18:27:06
1959,03-1736582,REAP-LAD-PLE-20,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,PLEATO,0,20,1050,1,2020-05-20 18:56:40
1960,98-0427047,ENTE-CAR-RIN-20,ENTERTAINMENT,CARNIVAL,CIRCUS,RINGO,1,20,1500,0,2021-02-18 19:49:38
1961,32-8371354,REAP-MEN-RAY-5,RETAIL_APPAREL,MENSWESTERNWEAR,PANTMEN,RAYMOND,0,5,350,0,2020-07-09 23:48:55
1962,73-3783739,REAP-ACC-LIN-10,RETAIL_APPAREL,ACCESSORIES,PURSE,LINO,1,10,650,0,2022-05-14 18:51:53
1963,12-1353370,FOBV-WAR-TAT-10,FOOD_BEVERAGES,WARMDRINKS,TEA,TATA,1,10,300,0,2020-03-14 07:54:07
1964,65-5798239,TRAV-RAI-BOO-40,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,1,40,32950,0,2019-04-13 20:33:10
1965,88-6876099,TRAV-RAI-MRD-30,TRAVEL,RAILLWAY,TRAM,MRDC,0,30,18900,1,2018-12-07 00:17:59
1966,64-7331238,TRAV-ROA-OLA-30,TRAVEL,ROAD,TAXI,OLA,0,30,19450,0,2019-09-22 17:36:30
1967,19-9209016,ENTE-MUS-JEH-20,ENTERTAINMENT,MUSEUMS,ART,JEHANGIR,0,20,1600,0,2021-11-08 22:49:10
1968,35-5275490,FOBV-SOF-COC-20,FOOD_BEVERAGES,SOFTDRINKS,LIME,COCOCOLA,1,20,650,1,2018-07-19 12:05:37
1969,16-7074395,FOBV-WAR-SOC-5,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,1,5,50,1,2019-04-26 06:11:34
1970,08-6961570,REAP-LAD-PLE-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,PLEATO,0,10,450,0,2022-05-05 12:12:31
1971,41-1249469,FOBV-ALC-GOD-30,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,0,30,900,1,2020-02-08 11:53:35
1972,64-5006993,REAP-COS-SHI-25,RETAIL_APPAREL,COSMETICS,GEL,SHINE,1,25,1700,0,2021-04-19 04:57:07
1973,86-5754358,TRAV-AIR-TOM-30,TRAVEL,AIR,DOMESTIC,TOM&COOKS,1,30,22350,0,2021-03-20 21:27:19
1974,47-1158403,TRAV-WAT-M2M-40,TRAVEL,WATER,CRUISE,M2M,1,40,30050,0,2021-03-01 02:57:56
1975,43-0973834,TRAV-AIR-IND-30,TRAVEL,AIR,DOMESTIC,INDIGO,1,30,14900,0,2022-01-10 19:46:50
1976,22-1861930,ELEC-BIG-SAM-30,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,1,30,3400,0,2019-03-05 22:13:27
1977,75-8688421,REAP-ACC-MAD-30,RETAIL_APPAREL,ACCESSORIES,SHOES,MADISSON,0,30,1750,0,2021-07-20 19:40:46
1978,56-8415315,ENTE-SPO-IPL-10,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,10,300,0,2021-02-13 19:46:24
1979,75-5735213,REAP-COS-GAR-20,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,0,20,1250,1,2021-06-20 17:35:54
1980,31-2678468,REAP-ETH-MCR-10,RETAIL_APPAREL,ETHINICWEAR,DHOTI,MCR,1,10,750,0,2018-12-04 00:41:35
1981,34-8248070,ENTE-MOV-PVR-25,ENTERTAINMENT,MOVIE,HINDI,PVR,1,25,1700,0,2019-04-18 05:37:07
1982,38-4063007,ENTE-MOV-INO-10,ENTERTAINMENT,MOVIE,HINDI,INOX,0,10,450,0,2019-06-19 19:18:03
1983,52-8321224,TRAV-RAI-MRD-30,TRAVEL,RAILLWAY,TRAM,MRDC,0,30,15500,1,2021-04-14 17:33:16
1984,24-3570169,TRAV-RAI-MUM-30,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,1,30,26450,1,2019-06-25 15:55:44
1985,60-0208166,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,0,40,4950,0,2020-09-22 06:07:25
1986,34-4528765,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,ENGLISH,PVR,0,10,550,0,2021-09-06 09:39:16
1987,70-2046244,TRAV-WAT-YAT-50,TRAVEL,WATER,CRUISE,YATRA,0,50,44200,1,2022-06-15 05:30:42
1988,61-1385357,TRAV-ROA-UBE-25,TRAVEL,ROAD,VEHICLE,UBER,1,25,13950,1,2019-01-11 14:54:12
1989,23-2147357,TRAV-ROA-RAP-25,TRAVEL,ROAD,VEHICLE,RAPIDO,0,25,12550,0,2018-05-09 08:02:42
1990,59-3417287,REAP-LAD-ZAR-20,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,ZARA,1,20,1500,1,2018-12-12 22:21:17
1991,92-6395677,TRAV-ROA-TOM-30,TRAVEL,ROAD,TEMPO,TOM&COOKS,0,30,24300,1,2018-05-18 06:44:54
1992,02-3246779,TRAV-ROA-OLA-30,TRAVEL,ROAD,VEHICLE,OLA,1,30,15950,1,2018-08-22 12:40:44
1993,10-6825786,REAP-ETH-WES-20,RETAIL_APPAREL,ETHINICWEAR,KURTA,WESTSIDE,1,20,1500,1,2021-01-21 14:00:38
1994,83-0396965,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,TV,LG,0,25,2750,0,2018-05-08 21:19:08
1995,86-9466413,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,TV,SAMSUNG,1,20,2200,1,2020-01-23 09:44:34
1996,78-2477916,ENTE-EVE-FRA-10,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,FRANCISCO,1,10,450,0,2022-01-22 03:24:21
1997,88-0844685,ELEC-MIN-SAM-10,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,0,10,1500,0,2018-09-29 10:11:35
1998,24-9078999,ELEC-MIN-APP-30,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,0,30,2950,0,2020-11-27 16:22:28
1999,66-4622532,FOBV-SOF-COC-15,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,15,450,0,2021-01-29 01:08:40
2000,80-7231999,ELEC-BIG-CRO-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,30,3850,0,2018-05-30 21:37:09
2001,19-7750801,TRAV-WAT-YAT-50,TRAVEL,WATER,CRUISE,YATRA,1,50,49950,0,2020-12-08 02:40:46
2002,58-2897305,ENTE-MOV-CIN-10,ENTERTAINMENT,MOVIE,FORIEGN,CINEPOLIS,0,10,350,0,2020-05-09 15:24:43
2003,13-8111561,TRAV-ROA-GOI-40,TRAVEL,ROAD,TEMPO,GOIBIBO,1,40,40400,0,2021-07-08 22:32:17
2004,52-1314324,TRAV-AIR-IND-30,TRAVEL,AIR,DOMESTIC,INDIGO,1,30,25050,0,2022-03-03 20:42:04
2005,57-7430314,FOBV-ALC-FRA-5,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,0,5,50,1,2020-10-30 02:14:28
2006,54-3442715,REAP-COS-GAR-10,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,1,10,700,0,2020-08-01 10:26:51
2007,46-3359613,TRAV-AIR-GOI-20,TRAVEL,AIR,DOMESTIC,GOIBIBO,1,20,8750,0,2019-07-08 13:23:59
2008,52-4618877,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,1,25,2750,0,2019-12-23 05:44:18
2009,30-2738056,ENTE-SPO-ISL-10,ENTERTAINMENT,SPORTS,FOOTBALL,ISL,0,10,600,0,2019-11-18 12:29:12
2010,26-1746863,ENTE-EVE-SCI-20,ENTERTAINMENT,EVENTS,EXHIBITION,SCILEARN,1,20,1550,0,2022-03-25 11:30:35
2011,61-7624573,REAP-ACC-ZEN-20,RETAIL_APPAREL,ACCESSORIES,RINGS,ZENMME,0,20,1100,0,2018-02-06 07:06:59
2012,30-4428546,ENTE-SPO-RED-15,ENTERTAINMENT,SPORTS,BASEBALL,REDSOAX,0,15,950,0,2021-12-29 07:37:52
2013,27-2261560,TRAV-RAI-IRC-40,TRAVEL,RAILLWAY,INTERSTATETRAIN,IRCTC,1,40,34200,1,2019-07-16 15:00:13
2014,38-6334802,ENTE-MOV-PVR-30,ENTERTAINMENT,MOVIE,HINDI,PVR,1,30,1850,1,2020-11-21 21:31:47
2015,25-7098570,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,0,30,3400,1,2018-06-06 12:55:28
2016,69-1784849,REAP-LAD-H&M-10,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,H&M,0,10,500,1,2020-04-24 15:07:03
2017,91-9627755,TRAV-AIR-BOO-30,TRAVEL,AIR,DOMESTIC,BOOKMYTRIP,0,30,15850,0,2021-02-23 06:15:21
2018,52-6031662,ENTE-SPO-IPL-30,ENTERTAINMENT,SPORTS,CRICKET,IPL,1,30,1800,0,2021-12-10 12:11:30
2019,61-4066394,ELEC-BIG-SON-10,ELECTRONIC,BIGAPPLIANCES,TV,SONY,1,10,1350,0,2018-10-09 16:36:06
2020,20-0102480,TRAV-ROA-TOM-20,TRAVEL,ROAD,TEMPO,TOM&COOKS,0,20,11250,1,2020-12-30 08:48:33
2021,90-5514315,TRAV-AIR-IND-25,TRAVEL,AIR,DOMESTIC,INDIGO,1,25,13050,0,2021-08-08 06:06:32
2022,55-6363216,ENTE-EVE-LON-30,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,0,30,1950,0,2021-07-22 23:39:16
2023,72-0274143,ELEC-BIG-WHI-20,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,WHIRPOOL,0,20,2600,0,2018-11-09 18:07:14
2024,00-5797018,ELEC-BIG-WHI-20,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,WHIRPOOL,1,20,1800,0,2021-02-17 22:20:14
2025,37-3318687,ELEC-BIG-HIT-40,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,40,4450,0,2020-05-27 17:39:21
2026,36-5732286,TRAV-RAI-BOO-50,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,0,50,45100,0,2022-04-29 07:31:11
2027,51-1673829,REAP-LAD-ZAR-20,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,ZARA,1,20,1250,1,2020-06-25 11:01:35
2028,47-4766334,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,0,20,1600,0,2021-09-20 10:15:26
2029,73-0629783,REAP-LAD-DEN-30,RETAIL_APPAREL,LADIESWESTERNWEAR,CROPTOP,DENIM,0,30,1850,1,2019-12-04 08:20:03
2030,53-0583598,TRAV-RAI-MRD-30,TRAVEL,RAILLWAY,TRAM,MRDC,1,30,19650,1,2019-10-12 05:38:58
2031,74-8711817,ENTE-EVE-INT-20,ENTERTAINMENT,EVENTS,TECHCONFERENCE,INTERNATIONALCONFERENCE,1,20,1250,0,2020-05-17 03:07:52
2032,41-5903646,TRAV-ROA-GOI-20,TRAVEL,ROAD,TEMPO,GOIBIBO,1,20,9750,0,2020-06-01 15:19:38
2033,85-0612729,FOBV-ALC-FRA-20,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,0,20,500,1,2019-10-19 14:48:17
2034,20-0023364,ENTE-SPO-IND-10,ENTERTAINMENT,SPORTS,CRICKET,INDIA,0,10,350,0,2020-07-28 01:30:07
2035,48-4712324,ENTE-MOV-MOV-5,ENTERTAINMENT,MOVIE,ENGLISH,MOVIETIME,1,5,250,1,2021-10-22 13:21:01
2036,59-3417287,FOBV-SOF-PEP-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,10,100,0,2018-12-07 17:33:28
2037,62-2382060,REAP-LAD-H&M-30,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,H&M,0,30,1800,0,2020-11-27 23:12:47
2038,86-3355965,REAP-LAD-ZAR-10,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,ZARA,1,10,550,0,2022-05-16 14:37:23
2039,50-9761356,FOBV-FAS-SUB-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,SUBWAY,1,10,150,0,2020-11-03 00:40:46
2040,31-9264222,TRAV-AIR-BOO-20,TRAVEL,AIR,DOMESTIC,BOOKMYTRIP,1,20,9750,0,2019-06-15 06:43:23
2041,07-2242834,ENTE-MOV-MOV-10,ENTERTAINMENT,MOVIE,ENGLISH,MOVIETIME,0,10,350,1,2021-07-09 04:29:56
2042,24-7677850,FOBV-SOF-PEP-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,1,10,250,1,2020-06-05 05:04:39
2043,05-6557197,FOBV-FAS-SMO-30,FOOD_BEVERAGES,FASTFOOD,PIZZA,SMOKINJOE,0,30,850,0,2019-12-30 13:27:05
2044,25-4009377,TRAV-AIR-GOI-40,TRAVEL,AIR,DOMESTIC,GOIBIBO,0,40,37150,1,2019-10-22 14:07:11
2045,84-8138479,REAP-ETH-ZAH-20,RETAIL_APPAREL,ETHINICWEAR,SAREE,ZAHIRA,1,20,1550,0,2019-07-31 13:52:54
2046,77-9070032,REAP-ETH-SAD-30,RETAIL_APPAREL,ETHINICWEAR,SAREE,SADHNA,0,30,1750,0,2021-12-11 05:22:01
2047,96-1081492,TRAV-WAT-CNT-30,TRAVEL,WATER,FERRI,CNTTRAVEL,1,30,14100,0,2020-07-08 06:34:45
2048,39-8885657,ENTE-MUS-NAT-20,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,0,20,1100,0,2018-11-13 02:08:13
2049,58-1274061,FOBV-WAR-BRE-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,BREW,0,20,800,1,2019-10-24 22:30:18
2050,04-3128297,FOBV-WAR-RED-10,FOOD_BEVERAGES,WARMDRINKS,TEA,REDLABEL,1,10,250,0,2018-10-21 20:05:57
2051,61-1132240,REAP-COS-PON-30,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,1,30,1850,0,2020-03-20 21:18:48
2052,89-0581526,TRAV-ROA-STA-20,TRAVEL,ROAD,BUS,STATETRAVELLER,1,20,6150,1,2018-08-12 03:44:06
2053,53-7122481,TRAV-RAI-BOO-40,TRAVEL,RAILLWAY,TRAM,BOOKMYTRIP,0,40,30450,0,2019-07-14 19:40:20
2054,07-8551560,ENTE-SPO-FIF-10,ENTERTAINMENT,SPORTS,FOOTBALL,FIFA,1,10,400,0,2022-01-28 05:54:23
2055,73-9907963,FOBV-CON-CAF-20,FOOD_BEVERAGES,CONTINENTAL,EUROPEAN,CAFEBLEU,1,20,750,1,2018-08-28 03:33:04
2056,71-2344160,ENTE-EVE-ISJ-30,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,1,30,1900,1,2020-02-07 05:46:45
2057,69-3823885,REAP-ACC-NIK-5,RETAIL_APPAREL,ACCESSORIES,SHOES,NIKE,1,5,350,0,2020-11-18 13:29:01
2058,25-3741269,TRAV-RAI-MUM-30,TRAVEL,RAILLWAY,DAILYTRAIN,MUMBAILOCAL,1,30,20450,0,2022-03-08 15:46:14
2059,96-6042647,FOBV-ALC-FRA-30,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,30,900,0,2018-08-01 18:57:55
2060,47-6798746,FOBV-ALC-FRA-20,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,20,500,0,2022-01-13 07:30:46
